77.64,51.2,51.37
64.0,51.6,62.8
69.78,64.8,55.42
82.4,66.1,54.1
78.67,61.3,71.23
50.22,52.8,69.55
69.5,60.3,50.65
58.48,51.9,55.96
58.96,54.2,56.5
64.1,68.2,82.84
61.44,65.8,78.67
74.54,55.2,71.41
67.61,57.6,50.65
61.21,62.2,72.1
64.43,53.2,50.8
63.33,52.7,57.16
74.94,54.4,51.91
57.94,54.7,61.57
63.13,54.6,57.22
51.45,57.8,61.870000000000005
34.47,61.1,60.519999999999996
66.53,56.7,54.58
68.64,61.3,80.5
52.57,55.6,60.010000000000005
82.69,56.5,54.16
45.45,57.8,61.57
60.45,66.5,58.72
58.12,56.7,53.019999999999996
75.32,65.4,71.92
74.69,53.7,59.379999999999995
61.54,62.1,62.019999999999996
63.78,52.4,53.59
51.12,57.1,63.91
40.19,57.4,55.15
56.52,61.8,55.57
61.56,56.1,61.629999999999995
72.3,62.7,60.04
72.02,58.2,73.78
56.12,57.1,64.6
56.97,51.1,52.3
49.51,59.7,61.03
45.79,66.8,77.44
42.93,51.3,53.32
79.5,51.4,61.96
54.9,50.2,56.14
55.61,60.2,65.68
47.47,64.3,58.3
67.77,51.3,53.86
43.86,66.9,71.38
57.87,63.8,60.67
51.04,66.0,59.11
63.86,53.9,61.269999999999996
54.89,53.9,51.64
48.19,52.1,72.46000000000001
59.71,67.4,54.730000000000004
64.28,61.7,58.870000000000005
60.66,64.9,57.1
63.02,55.3,60.28
53.65,60.3,54.01
56.37,57.6,68.41
53.27,61.2,60.25
56.4,56.0,71.59
51.86,56.7,75.58
42.73,57.6,68.02
61.77,50.5,57.58
55.98,67.0,68.53
43.69,66.6,50.14
64.62,61.1,55.9
50.92,65.2,56.05
60.51,59.9,51.43
67.29,53.1,61.06
61.28,58.3,56.41
71.39,61.5,54.1
47.65,51.6,57.58
64.02,60.4,62.29
53.15,62.7,77.44
51.29,52.4,56.83
54.21,60.7,68.08
56.88,58.3,64.87
60.56,54.6,60.1
48.34,64.8,51.519999999999996
69.0,54.0,108.64
64.65,50.5,75.07
44.63,63.8,55.24
74.88,61.5,73.99000000000001
78.95,52.2,57.489999999999995
71.78,53.0,51.55
58.2,53.9,51.88
49.29,67.0,55.75
70.54,58.1,52.480000000000004
55.96,63.1,99.75999999999999
72.22,67.6,59.59
62.08,66.5,57.79
69.76,66.3,62.29
63.56,56.6,55.480000000000004
67.06,63.2,74.32
60.1,68.4,62.44
77.85,64.8,51.55
61.26,54.9,90.91
64.01,56.1,62.260000000000005
78.83,52.0,57.370000000000005
46.52,59.3,70.96000000000001
47.29,67.2,70.24
69.69,54.4,52.78
48.26,53.6,56.47
79.43,56.5,65.2
55.86,51.2,58.75
52.52,56.4,56.2
79.22,50.9,55.54
74.8,64.2,69.97
78.67,56.2,52.54
69.06,59.8,50.5
51.38,54.7,52.24
79.1,55.9,60.82
57.31,63.6,60.28
68.02,68.1,71.26
69.47,50.5,67.24
58.44,54.2,61.45
66.14,66.1,51.37
69.22,50.5,63.760000000000005
63.76,60.6,53.89
49.0,66.3,58.84
62.98,50.7,52.69
73.26,53.6,69.19
53.05,55.9,62.35
58.5,64.7,75.72999999999999
55.64,59.8,63.43
78.49,57.9,53.8
66.72,65.7,52.06
64.07,54.8,62.739999999999995
52.3,58.7,69.19
65.39,67.9,58.120000000000005
53.25,59.3,59.14
60.31,59.0,64.72
53.64,57.1,77.38
66.76,58.6,64.0
65.76,55.0,54.97
57.91,63.3,59.14
63.96,52.9,51.37
49.06,65.6,70.21000000000001
45.08,58.6,54.25
64.39,50.1,68.89
61.66,62.5,59.2
66.35,69.6,59.68
83.83,61.9,66.13
69.44,55.0,54.61
50.87,69.6,65.11
71.17,61.0,54.04
46.84,51.2,54.37
55.38,53.9,54.730000000000004
59.31,60.8,60.25
77.13,52.3,57.64
52.55,64.2,53.62
51.73,61.4,52.03
59.01,65.7,58.45
53.36,69.0,55.03
71.26,54.6,53.74
49.2,59.1,53.74
48.52,68.7,52.54
